RecordID,ClubName,League/Country,BootsName,BootsMaterial,BootsBrand,BootsPack,BootsType,BootsPosition,BootsTopPlayers,PlayerName,PlayerPosition,PlayerNationality,PlayerMarketValue,,,,
1679742361-455,Eintracht Frankfurt,Bundesliga,X Speedflow.1,Synthetic,adidas,Diamond Edge,Speed,Attack,Lionel Messi,Timothy Chandler,Right Back,United States,€1 million,,,,
1679742361-456,Eintracht Frankfurt,Bundesliga,X Speedflow.1,Synthetic,adidas,White Spark,Speed,Attack,Lionel Messi,Almamy Touré,Center Back,Mali,€4 million,,,,
1679742361-465,Eintracht Frankfurt,Bundesliga,Predator Accuracy.1 Low,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,Kevin Trapp,Goalkeeper,Germany,€9 million,,,,
1679742361-473,Borussia Dortmund,Bundesliga,X Speedflow+,null,adidas,Sapphire Edge,Speed,null,Lionel Messi,Göktan Gürpüz,Attacking Midfielder,Turkey,€0 million,,,,
1679742361-474,Borussia Dortmund,Bundesliga,Predator Accuracy.1,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,Abdoulaye Kamara,Defensive Midfielder,France,€1 million,,,,
1679742361-476,Borussia Dortmund,Bundesliga,X Speedportal.1,Speedskin,adidas,Al Rihla,Speed,Attack,Lionel Messi,Salih Özcan,Defensive Midfielder,Turkey,€17 million,,,,
1679742361-479,Borussia Dortmund,Bundesliga,X Speedportal+,Speedskin,adidas,Parley,Speed,Attack,Lionel Messi,Giovanni Reyna,Attacking Midfielder,United States,€35 million,,,,
1679742361-482,Borussia Dortmund,Bundesliga,Predator Accuracy.1 Low,Primeknit,adidas,Parley,Control,Midfield,Jude Bellingham,Jude Bellingham,Central Midfielder,England,€110 million,,,,
1679742361-483,Borussia Dortmund,Bundesliga,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Tom Rothe,Left Back,Germany,€4 million,,,,
1679742361-485,Borussia Dortmund,Bundesliga,Copa Pure.1,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,Thomas Meunier,Right Back,Belgium,€7 million,,,,
1679742361-486,Borussia Dortmund,Bundesliga,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Nico Schulz,Left Back,Germany,€2 million,,,,
1679742361-488,Borussia Dortmund,Bundesliga,Copa Pure.1,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,Mats Hummels,Center Back,Germany,€7 million,,,,
1679742361-489,Borussia Dortmund,Bundesliga,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Raphaël Guerreiro,Left Back,Portugal,€20 million,,,,
1679742361-491,Borussia Dortmund,Bundesliga,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Nico Schlotterbeck,Center Back,Germany,€33 million,,,,
1679742361-500,Bayern München,Bundesliga,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Serge Gnabry,Right Winger,Germany,€65 million,,,,
1679742361-502,Bayern München,Bundesliga,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Thomas Müller,Supporting Striker,Germany,€18 million,,,,
1679742361-507,Bayern München,Bundesliga,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Paul Wanner,Attacking Midfielder,Germany,€3 million,,,,
1679742361-508,Bayern München,Bundesliga,Copa Pure.1,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,Ryan Gravenberch,Central Midfielder,Netherlands,€30 million,,,,
1679742361-509,Bayern München,Bundesliga,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Leon Goretzka,Central Midfielder,Germany,€65 million,,,,
1679742361-513,Bayern München,Bundesliga,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Josip Stanisic,Right Back,Croatia,€8 million,,,,
1679742361-514,Bayern München,Bundesliga,Predator Accuracy.1 Low,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,Daley Blind,Left Back,Netherlands,€6 million,,,,
1679742361-516,Bayern München,Bundesliga,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Benjamin Pavard,Right Back,France,€35 million,,,,
1679742361-522,Bayern München,Bundesliga,Predator Accuracy.1,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,Johannes Schenk,Goalkeeper,Germany,€0 million,,,,
1679742361-523,Bayern München,Bundesliga,Copa Pure.1,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,Sven Ulreich,Goalkeeper,Germany,€1 million,,,,
1679742361-525,Bayern München,Bundesliga,Copa Sense.1,K-Leather,adidas,Al Rihla,Control,Midfield,Paulo Dybala,Manuel Neuer,Goalkeeper,Germany,€12 million,,,,
1679742361-527,Galatasaray,Canada,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Sam Adekugbe,Left Back,Eritrea,€3 million,,,,
1679742361-529,Basel,Canada,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Liam Millar,Left Winger,Eritrea,€2 million,,,,
1679742361-554,Viktoria Plzen,Champions League,Copa Pure.1,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,Marian Tvrdon,Goalkeeper,Slovakia,€0 million,,,,
1679742361-560,Sporting,Champions League,X Speedflow.1,Synthetic,adidas,Diamond Edge,Speed,Attack,Lionel Messi,Paulinho,Center Forward,Portugal,€8 million,,,,
1679742361-561,Sporting,Champions League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Nuno Santos,Left Winger,Portugal,€12 million,,,,
1679742361-563,Sporting,Champions League,X Speedflow.1,Synthetic,adidas,Diamond Edge,Speed,Attack,Lionel Messi,Pedro Gonçalves,Left Winger,Portugal,€30 million,,,,
1679742361-565,Sporting,Champions League,X 19.1,Synthetic,adidas,null,Speed,Attack,Lionel Messi,Eduardo Henrique,Defensive Midfielder,Brazil,€2 million,,,,
1679742361-568,Sporting,Champions League,Copa Pure.1,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,Daniel Bragança,Central Midfielder,Portugal,€5 million,,,,
1679742361-569,Sporting,Champions League,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Manuel Ugarte,Defensive Midfielder,Uruguay,€25 million,,,,
1679742361-570,Sporting,Champions League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Sotiris Alexandropoulos,Central Midfielder,Greece,€3 million,,,,
1679742361-574,Sporting,Champions League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Gonçalo Esteves,Right Back,Portugal,€3 million,,,,
1679742361-579,Sporting,Champions League,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,St. Juste,Center Back,Netherlands,€13 million,,,,
1679742361-581,Sporting,Champions League,Predator Accuracy.1 Low,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,Gonçalo Inácio,Center Back,Portugal,€25 million,,,,
1679742361-585,Sporting,Champions League,Predator Accuracy.1,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,Antonio Adán,Goalkeeper,Spain,€2 million,,,,
1679742361-589,Shakhtar Donetsk,Champions League,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Danylo Sikan,Center Forward,Ukraine,€2 million,,,,
1679742361-590,Shakhtar Donetsk,Champions League,Predator Edge.1,Primeknit,adidas,Game Data,Control,Midfield,Jude Bellingham,Lassina Traoré,Center Forward,Burkina Faso,€7 million,,,,
1679742361-594,Shakhtar Donetsk,Champions League,X Speedflow.1,Synthetic,adidas,Diamond Edge,Speed,Attack,Lionel Messi,Georgiy Sudakov,Attacking Midfielder,Ukraine,€6 million,,,,
1679742361-596,Shakhtar Donetsk,Champions League,Nemeziz.1,Knit,adidas,null,Agility,Attack,Evan Ferguson,Marquinhos Cipriano,Left Back,Brazil,€1 million,,,,
1679742361-602,Shakhtar Donetsk,Champions League,X Speedflow.1,Synthetic,adidas,Diamond Edge,Speed,Attack,Lionel Messi,Bogdan Mykhaylichenko,Left Back,Ukraine,€3 million,,,,
1679742361-603,Shakhtar Donetsk,Champions League,X Speedflow.1,Synthetic,adidas,Diamond Edge,Speed,Attack,Lionel Messi,Lucas Taylor,Right Back,Brazil,€1 million,,,,
1679742361-605,Shakhtar Donetsk,Champions League,X Speedflow+,null,adidas,Diamond Edge,Speed,null,Lionel Messi,Viktor Kornienko,Left Back,Ukraine,€3 million,,,,
1679742361-608,Shakhtar Donetsk,Champions League,Predator Edge.1 Low,Primeknit,adidas,Diamond Edge,Control,Midfield,Jude Bellingham,Andriy Pyatov,Goalkeeper,Ukraine,€1 million,,,,
1679742361-620,Red Bull Salzburg,Champions League,X Speedflow.1,Synthetic,adidas,Diamond Edge,Speed,Attack,Lionel Messi,Nicolás Capaldo,Central Midfielder,Argentina,€8 million,,,,
1679742361-621,Red Bull Salzburg,Champions League,Predator Edge+,Primeknit,adidas,Sapphire Edge,Control,Midfield,Jude Bellingham,Justin Omoregie,Central Midfielder,Austria,€1 million,,,,
1679742361-627,Red Bull Salzburg,Champions League,X Speedportal Messi.1,Speedskin,adidas,null,Speed,Attack,Lionel Messi,Oscar Gloukh,Attacking Midfielder,Israel,€7 million,,,,
1679742361-628,Red Bull Salzburg,Champions League,Predator Accuracy.1,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,Samson Baidoo,Center Back,Austria,€1 million,,,,
1679742361-629,Red Bull Salzburg,Champions League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Jérôme Onguéné,Center Back,Cameroon,€4 million,,,,
1679742361-633,Red Bull Salzburg,Champions League,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Ignace Van der Brempt,Right Back,Belgium,€3 million,,,,
1679742361-634,Red Bull Salzburg,Champions League,X Speedflow.1,Synthetic,adidas,Diamond Edge,Speed,Attack,Lionel Messi,Amar Dedic,Right Back,-,€10 million,,,,
1679742361-635,Red Bull Salzburg,Champions League,X Speedflow.1,Synthetic,adidas,Sapphire Edge,Speed,Attack,Lionel Messi,Oumar Solet,Center Back,France,€15 million,,,,
1679742361-640,Red Bull Salzburg,Champions League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Alexander Walke,Goalkeeper,Germany,€0 million,,,,
1679742361-642,Rangers FC,Champions League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Kemar Roofe,Center Forward,Jamaica,€4 million,,,,
1679742361-643,Rangers FC,Champions League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Scott Wright,Right Winger,Scotland,€2 million,,,,
1679742361-650,Rangers FC,Champions League,Copa Pure+,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,Alex Lowry,Attacking Midfielder,Scotland,€0 million,,,,
1679742361-657,Rangers FC,Champions League,Predator Accuracy.1,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,Ryan Jack,Central Midfielder,Scotland,€4 million,,,,
1679742361-658,Rangers FC,Champions League,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Malik Tillman,Attacking Midfielder,United States,€5 million,,,,
1679742361-663,Rangers FC,Champions League,X Speedflow.1,Synthetic,adidas,Diamond Edge,Speed,Attack,Lionel Messi,John Souttar,Center Back,Scotland,€2 million,,,,
1679742361-665,Rangers FC,Champions League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Leon King,Center Back,Scotland,€1 million,,,,
1679742361-669,Rangers FC,Champions League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,James Tavernier,Right Back,England,€8 million,,,,
1679742361-670,Rangers FC,Champions League,Copa Sense+,K-Leather,adidas,Game Data,Control,Midfield,Paulo Dybala,Kieran Wright,Goalkeeper,Scotland,€0 million,,,,
1679742361-672,Rangers FC,Champions League,Copa 20.1,Fusionskin,adidas,Encryption,Control,Midfield,Paulo Dybala,Jon McLaughlin,Goalkeeper,Scotland,€0 million,,,,
1679742361-675,Porto,Champions League,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Fernando Andrade,Left Winger,Brazil,€1 million,,,,
1679742361-677,Porto,Champions League,X Speedflow.1,Synthetic,adidas,Diamond Edge,Speed,Attack,Lionel Messi,Galeno,Left Winger,Brazil,€20 million,,,,
1679742361-682,Porto,Champions League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Mehdi Taremi,Center Forward,Iran,€20 million,,,,
1679742361-684,Porto,Champions League,X Speedflow.1,Synthetic,adidas,Diamond Edge,Speed,Attack,Lionel Messi,André Franco,Attacking Midfielder,Portugal,€4 million,,,,
1679742361-686,Porto,Champions League,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Stephen Eustaquio,Central Midfielder,Eritrea,€10 million,,,,
1679742361-689,Porto,Champions League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Otávio,Attacking Midfielder,Portugal,€30 million,,,,
1679742361-692,Porto,Champions League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Wendell,Left Back,Brazil,€5 million,,,,
1679742361-693,Porto,Champions League,X Speedflow.1,Synthetic,adidas,Diamond Edge,Speed,Attack,Lionel Messi,Zaidu,Left Back,Nigeria,€10 million,,,,
1679742361-697,Porto,Champions League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Wilson Manafá,Right Back,Portugal,€3 million,,,,
1679742361-698,Porto,Champions League,Predator Accuracy+,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,Pepe,Center Back,Portugal,€1 million,,,,
1679742361-701,Porto,Champions League,Predator Accuracy+,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,Diogo Costa,Goalkeeper,Portugal,€45 million,,,,
1679742361-703,Dinamo Zagreb,Champions League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Gabrijel Rukavina,Left Winger,Croatia,€1 million,,,,
1679742361-704,Dinamo Zagreb,Champions League,X 19+,Synthetic,adidas,null,Speed,Attack,Lionel Messi,Petar Bockaj,Left Winger,Croatia,€3 million,,,,
1679742361-705,Dinamo Zagreb,Champions League,F50 X Ghosted Adizero,Synthetic,adidas,Memory Lane,Speed,Attack,Lionel Messi,Josip Drmic,Center Forward,Switzerland,€3 million,,,,
1679742361-714,Dinamo Zagreb,Champions League,Nemeziz.1,Knit,adidas,null,Agility,Attack,Evan Ferguson,Dino Peric,Center Back,Croatia,€5 million,,,,
1679742361-716,Dinamo Zagreb,Champions League,Copa 20.1,Fusionskin,adidas,null,Control,Midfield,Paulo Dybala,Kévin Théophile-Catherine,Center Back,Martinique,€2 million,,,,
1679742361-720,Dinamo Zagreb,Champions League,X Speedflow.1,Synthetic,adidas,Diamond Edge,Speed,Attack,Lionel Messi,Bosko Sutalo,Center Back,Croatia,€3 million,,,,
1679742361-721,Dinamo Zagreb,Champions League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Josip Sutalo,Center Back,Croatia,€18 million,,,,
1679742361-725,Dinamo Zagreb,Champions League,Predator Accuracy.1,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,Dominik Livakovic,Goalkeeper,Croatia,€14 million,,,,
1679742361-729,FC Copenhagen,Champions League,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Diogo Gonçalves,Right Winger,Portugal,€5 million,,,,
1679742361-738,FC Copenhagen,Champions League,X Speedflow.1,Synthetic,adidas,Diamond Edge,Speed,Attack,Lionel Messi,Rasmus Falk,Central Midfielder,Denmark,€1 million,,,,
1679742361-739,FC Copenhagen,Champions League,Copa Sense+,K-Leather,adidas,Diamond Edge,Control,Midfield,Paulo Dybala,Zeca,Central Midfielder,Greece,€1 million,,,,
1679742361-744,FC Copenhagen,Champions League,X Speedflow.1,Synthetic,adidas,Diamond Edge,Speed,Attack,Lionel Messi,Peter Ankersen,Right Back,Denmark,€1 million,,,,
1679742361-745,FC Copenhagen,Champions League,X Speedflow.1,Synthetic,adidas,Sapphire Edge,Speed,Attack,Lionel Messi,Davit Khocholava,Center Back,-,€3 million,,,,
1679742361-748,FC Copenhagen,Champions League,Copa 20.1,Fusionskin,adidas,null,Control,Midfield,Paulo Dybala,Nicolai Boilesen,Center Back,Denmark,€1 million,,,,
1679742361-749,FC Copenhagen,Champions League,Nemeziz.1,Knit,adidas,null,Agility,Attack,Evan Ferguson,Elias Jelert,Right Back,Denmark,€1 million,,,,
1679742361-752,FC Copenhagen,Champions League,Copa Pure.1,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,Karl-Johan Johnsson,Goalkeeper,Sweden,€1 million,,,,
1679742361-754,Celtic,Champions League,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Liel Abada,Right Winger,Israel,€7 million,,,,
1679742361-756,Celtic,Champions League,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Hyeon-gyu Oh,Center Forward,South Korea,€2 million,,,,
1679742361-758,Celtic,Champions League,X Speedflow.1,Synthetic,adidas,Sapphire Edge,Speed,Attack,Lionel Messi,James Forrest,Right Winger,Scotland,€3 million,,,,
1679742361-768,Celtic,Champions League,Predator Accuracy+,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,Stephen Welsh,Center Back,Scotland,€2 million,,,,
1679742361-769,Celtic,Champions League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Alexandro Bernabéi,Left Back,Argentina,€3 million,,,,
1679742361-771,Celtic,Champions League,X Speedflow.1,Synthetic,adidas,White Spark,Speed,Attack,Lionel Messi,Carl Starfelt,Center Back,Sweden,€6 million,,,,
1679742361-773,Celtic,Champions League,X Speedportal.1,Speedskin,adidas,Game Data,Speed,Attack,Lionel Messi,Anthony Ralston,Right Back,Scotland,€2 million,,,,
1679742361-774,Celtic,Champions League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Alistair Johnston,Right Back,Eritrea,€6 million,,,,
1679742361-775,Celtic,Champions League,Copa Pure.1,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,Cameron Carter-Vickers,Center Back,United States,€11 million,,,,
1679742361-779,Celtic,Champions League,F50 Adizero IV Leather,Leather,adidas,Speed Legacy,Speed,Attack,Jordi Alba,Benjamin Siegrist,Goalkeeper,Switzerland,€1 million,,,,
1679742361-785,Club Brugge,Champions League,F50 Adizero IV Leather,Leather,adidas,Speed Legacy,Speed,Attack,Jordi Alba,Antonio Nusa,Left Winger,Norway,€5 million,,,,
1679742361-786,Club Brugge,Champions League,F50 Adizero IV Leather,Leather,adidas,Speed Legacy,Speed,Attack,Jordi Alba,Noa Lang,Left Winger,Netherlands,€15 million,,,,
1679742361-792,Club Brugge,Champions League,Copa Pure+,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,Cisse Sandra,Attacking Midfielder,Belgium,€1 million,,,,
1679742361-794,Club Brugge,Champions League,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Raphael Onyedika,Defensive Midfielder,Nigeria,€10 million,,,,
1679742361-798,Club Brugge,Champions League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Joel Ordóñez,Center Back,Ecuador,€2 million,,,,
1679742361-803,Club Brugge,Champions League,X Speedflow+,null,adidas,Diamond Edge,Speed,null,Lionel Messi,Clinton Mata,Right Back,Angola,€5 million,,,,
1679742361-811,Benfica,Champions League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,David Neres,Right Winger,Brazil,€22 million,,,,
1679742361-812,Benfica,Champions League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Julian Draxler,Left Winger,Germany,€8 million,,,,
1679742361-814,Benfica,Champions League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Petar Musa,Center Forward,Croatia,€5 million,,,,
1679742361-819,Benfica,Champions League,X Speedportal+,Speedskin,adidas,Pearlized,Speed,Attack,Lionel Messi,Chiquinho,Attacking Midfielder,Portugal,€6 million,,,,
1679742361-820,Benfica,Champions League,F50 Adizero IV Leather,Leather,adidas,Speed Legacy,Speed,Attack,Jordi Alba,Fredrik Aursnes,Defensive Midfielder,Norway,€16 million,,,,
1679742361-821,Benfica,Champions League,Copa Pure+,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,Florentino,Defensive Midfielder,Portugal,€20 million,,,,
1679742361-825,Benfica,Champions League,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,Morato,Center Back,Brazil,€15 million,,,,
1679742361-828,Benfica,Champions League,X Speedportal.1,Speedskin,adidas,Game Data,Speed,Attack,Lionel Messi,Alejandro Grimaldo,Left Back,Spain,€25 million,,,,
1679742361-829,Benfica,Champions League,Predator Accuracy.1 Low,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,António Silva,Center Back,Portugal,€25 million,,,,
1679742361-831,Benfica,Champions League,Predator Accuracy.1,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,André Gomes,Goalkeeper,Portugal,€2 million,,,,
