Dist Code,Year,State Code,State Name,Dist Name,PRIMARY SECTOR CONSTANT PRICES (in Millions Rs),PRIMARY SECTOR CURRENT PRICES (in Million Rs),PRIMARY SECTOR CONSTANT SHARES (Percent),PRIMARY SECTOR CURRENT SHARES (Percent),SECONDARY SECTOR CONSTANT PRICES (Millions in Rs),SECONDARY SECTOR CURRENT PRICES (Millions in Rs),SECONDARY SECTOR CONSTANT SHARES (Percent),SECONDARY SECTOR CURRENT SHARES (Percent),TERTIARY SECTOR CONSTANT PRICES (Millions in Rs),TERTIARY SECTOR CURRENT PRICES (Millions in Rs),TERTIARY SECTOR CONSTANT SHARES (Percent),TERTIARY SECTOR CURRENT SHARES (Percent),Total Constant Prices (in Millions Rs),Total Current Prices (in Millions Rs),Per Capita Current Prices (1000 in Rs)
137,2011 (2004),3,Gujarat,Surat,32121,71821,7.2,10.93,194656,272265,43.61,41.42,219620,313168,49.2,47.65,446398,657254,108
137,2012 (2004),3,Gujarat,Surat,29318,67698,5.93,8.87,208357,307633,42.18,40.3,256330,388117,51.89,50.84,494005,763447,120
137,2013 (2004),3,Gujarat,Surat,30116,78202,5.43,8.67,230940,356810,41.68,39.54,293075,467427,52.89,51.8,554131,902440,135
138,2007 (2004),3,Gujarat,Surendranagar,29394,39833,40.79,44.71,17190,20248,23.85,22.73,25482,29019,35.36,32.57,72066,89100,54
138,2008 (2004),3,Gujarat,Surendranagar,27773,41324,37.51,42.62,18221,22611,24.61,23.32,28045,33034,37.88,34.07,74039,96969,58
138,2009 (2004),3,Gujarat,Surendranagar,22657,38876,30.37,37.17,21114,26618,28.3,25.45,30838,39083,41.33,37.37,74608,104577,61
138,2010 (2004),3,Gujarat,Surendranagar,21974,47622,27.94,38.51,22120,29328,28.12,23.72,34567,46712,43.94,37.77,78661,123661,71
138,2011 (2004),3,Gujarat,Surendranagar,24414,55016,28.57,38.74,22512,31827,26.35,22.41,38513,55178,45.08,38.85,85440,142021,81
138,2012 (2004),3,Gujarat,Surendranagar,23710,55202,26.14,35.28,23881,35678,26.32,22.8,43129,65577,47.54,41.91,90720,156457,88
138,2013 (2004),3,Gujarat,Surendranagar,26022,68363,26.1,36.93,25999,40572,26.08,21.92,47683,76185,47.82,41.15,99705,185120,102
139,2007 (2004),10,Rajasthan,Ajmer,9103,12371,12.82,14.57,23417,27683,32.97,32.6,38496,44871,54.21,52.84,71015,84926,35
139,2008 (2004),10,Rajasthan,Ajmer,10804,16041,13.62,15.54,25184,32994,31.75,31.97,43321,54181,54.62,52.49,79308,103216,42
139,2009 (2004),10,Rajasthan,Ajmer,13624,22450,15.53,18.19,27671,37525,31.54,30.4,46435,63465,52.93,51.41,87730,123440,49
139,2010 (2004),10,Rajasthan,Ajmer,13022,24361,14,16.98,28374,42185,30.51,29.4,51589,76930,55.48,53.62,92984,143475,56
139,2011 (2004),10,Rajasthan,Ajmer,13618,33530,13.86,19.88,29539,47754,30.06,28.31,55103,87380,56.08,51.81,98260,168664,65
139,2012 (2004),10,Rajasthan,Ajmer,14287,39005,13.98,20.36,30753,53248,30.1,27.79,57139,99344,55.92,51.85,102179,191596,73
139,2013 (2004),10,Rajasthan,Ajmer,14985,45382,14.06,21.23,31640,58359,29.7,27.3,59921,110068,56.24,51.48,106546,213808,80
140,2007 (2004),10,Rajasthan,Alwar,29561,40485,32.38,35.79,26403,31213,28.92,27.59,35332,41419,38.7,36.62,91295,113117,33
140,2008 (2004),10,Rajasthan,Alwar,32004,47411,31.74,35.15,28841,37222,28.6,27.59,39991,50256,39.66,37.26,100835,134889,39
140,2009 (2004),10,Rajasthan,Alwar,19962,32693,21.67,25.07,31162,41471,33.83,31.8,40996,56259,44.5,43.14,92119,130423,37
140,2010 (2004),10,Rajasthan,Alwar,36809,67959,31.66,36.65,31366,45261,26.98,24.41,48097,72189,41.37,38.94,116272,185409,52
140,2011 (2004),10,Rajasthan,Alwar,38060,92723,30.91,40.81,32292,50468,26.23,22.21,52773,84043,42.86,36.99,123125,227234,62
140,2012 (2004),10,Rajasthan,Alwar,39458,107824,30.7,41.37,33093,55128,25.75,21.15,55959,97687,43.54,37.48,128510,260639,69
140,2013 (2004),10,Rajasthan,Alwar,40886,123470,30.48,42.16,33682,59486,25.11,20.31,59569,109871,44.41,37.52,134137,292827,76
141,2007 (2004),10,Rajasthan,Banswara,5366,7248,22.28,24.54,9097,10741,37.77,36.37,9622,11543,39.95,39.09,24085,29532,18
141,2008 (2004),10,Rajasthan,Banswara,3820,5678,15.48,17.46,10146,12982,41.11,39.93,10715,13853,43.41,42.61,24681,32513,19
141,2009 (2004),10,Rajasthan,Banswara,3792,6450,12.9,15.36,11527,15236,39.21,36.29,14079,20303,47.89,48.35,29398,41989,24
141,2010 (2004),10,Rajasthan,Banswara,6439,12218,20.2,24.02,11769,16780,36.92,32.99,13668,21872,42.88,43,31875,50870,29
141,2011 (2004),10,Rajasthan,Banswara,6055,15107,17.91,25.16,11875,18312,35.13,30.5,15873,26623,46.96,44.34,33803,60042,33
141,2012 (2004),10,Rajasthan,Banswara,5722,15524,16.15,22.91,12360,20261,34.89,29.9,17339,31988,48.95,47.2,35421,67772,37
141,2013 (2004),10,Rajasthan,Banswara,5411,16405,14.57,21.72,12694,21970,34.18,29.08,19034,37170,51.25,49.2,37139,75545,40
142,2007 (2004),10,Rajasthan,Barmer,11856,16152,38.56,42.27,4553,5386,14.81,14.09,14336,16678,46.63,43.64,30744,38215,16
142,2008 (2004),10,Rajasthan,Barmer,12984,19269,38.31,42.53,4420,5796,13.04,12.79,16491,20239,48.65,44.67,33895,45304,19
142,2009 (2004),10,Rajasthan,Barmer,7882,13181,25.9,30.42,4351,6010,14.3,13.87,18194,24140,59.8,55.71,30427,43331,18
142,2010 (2004),10,Rajasthan,Barmer,8762,16605,24.66,30.1,4130,6305,11.63,11.43,22633,32262,63.71,58.48,35526,55172,22
142,2011 (2004),10,Rajasthan,Barmer,9017,22460,22.45,32.51,3992,6583,9.94,9.53,27149,40037,67.61,57.96,40158,69080,27
142,2012 (2004),10,Rajasthan,Barmer,9299,25359,21.72,31.7,3890,6922,9.09,8.65,29616,47719,69.19,59.65,42805,79999,30
142,2013 (2004),10,Rajasthan,Barmer,9580,29124,20.66,31.76,3953,7599,8.52,8.29,32848,54983,70.82,59.96,46381,91706,33
143,2007 (2004),10,Rajasthan,Bharatpur,15891,21762,34.31,37.58,8378,9912,18.09,17.12,22052,26241,47.61,45.31,46321,57914,25
143,2008 (2004),10,Rajasthan,Bharatpur,16656,24653,33.06,36.12,8920,11748,17.71,17.21,24802,31849,49.23,46.67,50378,68250,28
143,2009 (2004),10,Rajasthan,Bharatpur,12067,19686,25.05,27.99,9778,13451,20.3,19.13,26328,37184,54.65,52.88,48174,70321,29
143,2010 (2004),10,Rajasthan,Bharatpur,14394,26605,26.18,29.81,10069,15240,18.31,17.08,30514,47390,55.5,53.11,54977,89235,36
143,2011 (2004),10,Rajasthan,Bharatpur,14296,34843,24.6,32.39,10502,17206,18.07,15.99,33318,55533,57.33,51.62,58117,107582,42
143,2012 (2004),10,Rajasthan,Bharatpur,14238,38836,23.35,31.36,11000,19315,18.04,15.59,35745,65705,58.61,53.05,60983,123856,48
143,2013 (2004),10,Rajasthan,Bharatpur,14166,42718,22.14,30.68,11379,21297,17.78,15.3,38436,75214,60.07,54.02,63981,139229,53
144,2007 (2004),10,Rajasthan,Bhilwara,11632,15806,16.27,18.33,36577,43000,51.16,49.87,23280,27422,32.56,31.8,71489,86228,38
144,2008 (2004),10,Rajasthan,Bhilwara,12235,18172,15.66,17.83,40412,51623,51.74,50.65,25464,32128,32.6,31.52,78111,101923,45
144,2009 (2004),10,Rajasthan,Bhilwara,14116,23360,15.74,18.64,44560,58552,49.69,46.71,30992,43443,34.56,34.66,89668,125354,54
144,2010 (2004),10,Rajasthan,Bhilwara,16532,30952,17.8,21.73,45986,65624,49.5,46.08,30381,45835,32.7,32.19,92899,142411,60
144,2011 (2004),10,Rajasthan,Bhilwara,16222,40010,16.77,24.05,47554,73710,49.15,44.3,32972,52664,34.08,31.65,96748,166384,69
144,2012 (2004),10,Rajasthan,Bhilwara,15962,43555,15.97,23.47,49574,81626,49.59,43.98,34423,60405,34.44,32.55,99959,185586,76
144,2013 (2004),10,Rajasthan,Bhilwara,15700,47591,15.34,23.57,50415,87241,49.25,43.21,36257,67070,35.42,33.22,102372,201902,81
145,2007 (2004),10,Rajasthan,Bikaner,6804,9269,14.18,16.01,13284,15694,27.69,27.1,27894,32942,58.13,56.89,47982,57906,28
145,2008 (2004),10,Rajasthan,Bikaner,6693,9936,12.72,14.45,14252,18588,27.09,27.03,31660,40245,60.18,58.52,52605,68769,32
145,2009 (2004),10,Rajasthan,Bikaner,4297,7200,7.38,8.73,15770,21358,27.1,25.91,38127,53889,65.52,65.36,58194,82447,37
145,2010 (2004),10,Rajasthan,Bikaner,5167,9780,8.75,10.67,16485,24410,27.9,26.64,37429,57440,63.35,62.69,59080,91630,40
145,2011 (2004),10,Rajasthan,Bikaner,4869,12145,7.89,11.59,16776,26978,27.19,25.75,40057,65664,64.92,62.66,61701,104787,44
145,2012 (2004),10,Rajasthan,Bikaner,4610,12565,7.11,10.51,17625,30311,27.19,25.34,42595,76725,65.7,64.15,64829,119601,49
145,2013 (2004),10,Rajasthan,Bikaner,4371,13318,6.38,9.9,18174,33181,26.55,24.67,45918,87990,67.07,65.43,68464,134488,53
146,2007 (2004),10,Rajasthan,Bundi,8797,11999,38.6,42,5096,6018,22.36,21.06,8898,10554,39.04,36.94,22791,28571,27
146,2008 (2004),10,Rajasthan,Bundi,9151,13571,37.24,40.49,5378,7115,21.89,21.23,10041,12830,40.87,38.28,24570,33516,31
146,2009 (2004),10,Rajasthan,Bundi,9824,16143,36.99,40.91,6050,8328,22.78,21.11,10688,14984,40.24,37.98,26561,39455,37
146,2010 (2004),10,Rajasthan,Bundi,11704,21760,37.87,42.48,6463,9818,20.91,19.16,12742,19651,41.22,38.36,30909,51230,47
146,2011 (2004),10,Rajasthan,Bundi,11591,28407,35.45,44.91,6836,11297,20.91,17.86,14271,23550,43.65,37.23,32697,63254,57
146,2012 (2004),10,Rajasthan,Bundi,11511,31424,33.79,43.53,7121,12609,20.9,17.47,15439,28151,45.31,39,34071,72184,64
146,2013 (2004),10,Rajasthan,Bundi,11430,34570,32.32,42.93,7381,13907,20.87,17.27,16549,32058,46.8,39.81,35360,80535,70
147,2007 (2004),10,Rajasthan,Chittorgarh,10404,14065,29.68,32.58,10709,12636,30.55,29.27,13942,16469,39.77,38.15,35054,43170,30
147,2008 (2004),10,Rajasthan,Chittorgarh,10695,15912,28.33,31.3,11282,14902,29.88,29.31,15776,20028,41.79,39.39,37753,50842,34
147,2009 (2004),10,Rajasthan,Chittorgarh,7807,13312,20.99,24.63,12305,16935,33.08,31.34,17088,23797,45.93,44.03,37201,54044,36
147,2010 (2004),10,Rajasthan,Chittorgarh,13208,25049,28.58,33.03,13071,19879,28.28,26.21,19941,30918,43.14,40.76,46220,75846,50
147,2011 (2004),10,Rajasthan,Chittorgarh,12657,31577,25,33.75,14088,23162,27.82,24.76,23888,38814,47.18,41.49,50633,93553,61
147,2012 (2004),10,Rajasthan,Chittorgarh,12088,32935,22.87,31.17,14853,26138,28.1,24.74,25921,46587,49.04,44.09,52861,105659,67
147,2013 (2004),10,Rajasthan,Chittorgarh,11654,35450,21.16,30.1,15441,28813,28.04,24.46,27971,53513,50.79,45.44,55067,117775,74
148,2007 (2004),10,Rajasthan,Churu,5602,7595,17.7,19.8,6952,8316,21.97,21.68,19093,22445,60.33,58.52,31647,38355,19
148,2008 (2004),10,Rajasthan,Churu,5134,7638,15.25,17.31,7388,9933,21.95,22.51,21133,26552,62.79,60.18,33656,44123,22
148,2009 (2004),10,Rajasthan,Churu,4713,7930,13.31,15.79,8402,11820,23.73,23.54,22290,30470,62.96,60.67,35405,50220,25
148,2010 (2004),10,Rajasthan,Churu,5538,10528,13.3,16.46,8628,13287,20.72,20.77,27479,40143,65.98,62.76,41645,63958,32
148,2011 (2004),10,Rajasthan,Churu,5410,13526,11.96,17.75,8628,14486,19.08,19.01,31182,48198,68.96,63.24,45220,76210,37
148,2012 (2004),10,Rajasthan,Churu,5298,14440,10.93,16.28,9053,16437,18.67,18.53,34144,57835,70.41,65.19,48494,88712,43
148,2013 (2004),10,Rajasthan,Churu,5182,15779,9.9,15.48,9359,18464,17.87,18.12,37828,67665,72.23,66.4,52369,101908,49
149,2007 (2004),10,Rajasthan,Dungarpur,4946,6688,25.01,27.58,6176,7359,31.23,30.35,8655,10201,43.76,42.07,19777,24248,19
149,2008 (2004),10,Rajasthan,Dungarpur,5121,7616,24.06,26.62,6676,8989,31.36,31.42,9488,12001,44.58,41.95,21285,28606,22
149,2009 (2004),10,Rajasthan,Dungarpur,5413,9075,22.08,25.29,7415,10319,30.24,28.76,11690,16483,47.68,45.94,24517,35877,27
149,2010 (2004),10,Rajasthan,Dungarpur,6240,11838,24.24,28.33,8453,12913,32.84,30.9,11049,17038,42.92,40.77,25743,41788,31
149,2011 (2004),10,Rajasthan,Dungarpur,6154,15350,23.27,31.4,8346,13982,31.56,28.6,11949,19556,45.18,40,26449,48888,35
149,2012 (2004),10,Rajasthan,Dungarpur,6087,16584,22.19,30.16,8847,15944,32.25,29,12500,22457,45.56,40.84,27434,54985,39
149,2013 (2004),10,Rajasthan,Dungarpur,6020,18309,21.21,29.96,9240,17985,32.56,29.43,13122,24817,46.23,40.61,28382,61111,42
150,2007 (2004),10,Rajasthan,Ganganagar,25818,35419,38.06,41.56,11321,13507,16.69,15.85,30689,36292,45.25,42.59,67828,85217,45
150,2008 (2004),10,Rajasthan,Ganganagar,27654,40941,36.65,39.98,12327,16243,16.34,15.86,35473,45208,47.01,44.15,75454,102392,54
150,2009 (2004),10,Rajasthan,Ganganagar,31061,50418,37.92,41.57,13499,18536,16.48,15.28,37360,52323,45.61,43.14,81920,121277,63
150,2010 (2004),10,Rajasthan,Ganganagar,36545,67196,39.87,44.35,13226,19731,14.43,13.02,41895,64574,45.7,42.62,91665,151500,78
150,2011 (2004),10,Rajasthan,Ganganagar,37363,90724,39.48,49.08,12487,20223,13.19,10.94,44788,73898,47.33,39.98,94638,184845,94
150,2012 (2004),10,Rajasthan,Ganganagar,38299,104679,38.98,49.27,12772,22272,13,10.48,47190,85506,48.03,40.25,98261,212457,107
150,2013 (2004),10,Rajasthan,Ganganagar,39229,118350,38.26,49.42,13083,24680,12.76,10.31,50220,96461,48.98,40.28,102533,239491,119
151,2007 (2004),10,Rajasthan,Jaipur,18852,25663,7.44,8.59,103675,122894,40.94,41.14,130690,150140,51.61,50.26,253217,298697,49
151,2008 (2004),10,Rajasthan,Jaipur,19210,28468,6.8,7.89,113779,147205,40.25,40.81,149718,185012,52.96,51.29,282707,360685,58
151,2009 (2004),10,Rajasthan,Jaipur,27836,45634,8.8,10.49,127616,171286,40.34,39.38,160917,218064,50.86,50.13,316369,434984,69
151,2010 (2004),10,Rajasthan,Jaipur,51595,95362,14.64,17.81,123578,179598,35.07,33.54,177179,260504,50.28,48.65,352352,535465,83
151,2011 (2004),10,Rajasthan,Jaipur,49721,121255,13.43,19.42,126433,197644,34.15,31.65,194103,305618,52.42,48.94,370257,624517,94
151,2012 (2004),10,Rajasthan,Jaipur,48055,131138,12.46,18.61,129332,215652,33.55,30.6,208135,358019,53.99,50.8,385522,704808,104
151,2013 (2004),10,Rajasthan,Jaipur,46412,140081,11.55,17.89,131151,232618,32.64,29.7,224217,410522,55.81,52.41,401780,783222,113
152,2007 (2004),10,Rajasthan,Jaisalmer,6466,8845,31.27,34.42,4280,4992,20.7,19.42,9929,11864,48.02,46.16,20675,25701,43
152,2008 (2004),10,Rajasthan,Jaisalmer,6792,10066,29.97,32.85,4357,5876,19.22,19.18,11516,14699,50.81,47.97,22664,30640,50
152,2009 (2004),10,Rajasthan,Jaisalmer,7712,12594,32.18,35.58,4694,6623,19.59,18.71,11560,16175,48.23,45.7,23966,35392,56
152,2010 (2004),10,Rajasthan,Jaisalmer,9086,16803,32.72,36.37,5738,9127,20.67,19.75,12942,20273,46.61,43.88,27765,46203,71
152,2011 (2004),10,Rajasthan,Jaisalmer,9141,22311,31.36,39.92,6211,10839,21.31,19.39,13800,22740,47.34,40.69,29152,55890,83
152,2012 (2004),10,Rajasthan,Jaisalmer,9221,25193,30.43,39.59,6853,12784,22.62,20.09,14226,25659,46.95,40.32,30300,63636,92
152,2013 (2004),10,Rajasthan,Jaisalmer,9294,28088,29.4,39.63,7384,14524,23.36,20.49,14934,28262,47.24,39.88,31613,70873,100
153,2007 (2004),10,Rajasthan,Jalore,11803,16056,38.9,42.17,6421,7706,21.16,20.24,12117,14311,39.94,37.59,30341,38072,23
153,2008 (2004),10,Rajasthan,Jalore,12296,18262,37.8,40.98,6933,9532,21.32,21.39,13297,16765,40.88,37.62,32526,44560,26
153,2009 (2004),10,Rajasthan,Jalore,11678,19388,33.32,37.09,7096,10129,20.25,19.38,16275,22758,46.44,43.54,35048,52275,30
153,2010 (2004),10,Rajasthan,Jalore,13859,26026,35.78,40.94,8261,12940,21.33,20.35,16610,24609,42.89,38.71,38730,63575,36
153,2011 (2004),10,Rajasthan,Jalore,14467,35734,34.67,44.92,8719,14965,20.89,18.81,18543,28851,44.44,36.27,41729,79549,43
153,2012 (2004),10,Rajasthan,Jalore,15153,41356,34.26,44.8,9326,17339,21.09,18.78,19744,33620,44.65,36.42,44223,92316,49
153,2013 (2004),10,Rajasthan,Jalore,15878,48131,33.71,45.32,9934,20103,21.09,18.93,21290,37969,45.2,35.75,47101,106203,55
154,2007 (2004),10,Rajasthan,Jhalawar,6850,9302,32.29,35.33,5320,6283,25.07,23.86,9047,10745,42.64,40.81,21217,26329,20
154,2008 (2004),10,Rajasthan,Jhalawar,7075,10506,30.56,33.46,5639,7506,24.35,23.91,10441,13383,45.09,42.63,23154,31394,23
154,2009 (2004),10,Rajasthan,Jhalawar,9096,15033,33.74,37.46,6495,9038,24.09,22.52,11365,16059,42.16,40.02,26956,40130,29
154,2010 (2004),10,Rajasthan,Jhalawar,15867,29481,43.11,47.53,7069,10886,19.2,17.55,13874,21663,37.69,34.92,36810,62030,45
154,2011 (2004),10,Rajasthan,Jhalawar,15637,38308,40.29,49.63,7407,12445,19.08,16.12,15767,26433,40.63,34.25,38811,77186,55
154,2012 (2004),10,Rajasthan,Jhalawar,15453,42184,37.88,47.51,7929,14317,19.43,16.13,17416,32285,42.69,36.36,40799,88785,62
154,2013 (2004),10,Rajasthan,Jhalawar,15265,46166,35.85,46.27,8325,16065,19.55,16.1,18993,37535,44.6,37.62,42583,99766,68
155,2007 (2004),10,Rajasthan,Jhunjhunu,12495,17069,27.63,30.51,9155,10929,20.25,19.54,23567,27944,52.12,49.95,45217,55942,27
155,2008 (2004),10,Rajasthan,Jhunjhunu,13191,19559,27.01,29.83,9641,12985,19.74,19.81,26001,33017,53.24,50.36,48833,65561,32
155,2009 (2004),10,Rajasthan,Jhunjhunu,15303,25052,29.21,32.67,10233,14425,19.53,18.81,26853,37211,51.26,48.52,52389,76688,37
155,2010 (2004),10,Rajasthan,Jhunjhunu,17873,33120,30.17,34.21,10595,16423,17.89,16.96,30766,47276,51.94,48.83,59233,96818,46
155,2011 (2004),10,Rajasthan,Jhunjhunu,17834,43592,28.82,37.65,10187,17235,16.46,14.89,33868,54961,54.72,47.47,61890,115787,54
155,2012 (2004),10,Rajasthan,Jhunjhunu,17841,48736,27.88,37.14,10628,19424,16.61,14.8,35514,63059,55.51,48.06,63983,131219,61
155,2013 (2004),10,Rajasthan,Jhunjhunu,17832,53906,26.97,37.11,11045,21840,16.7,15.04,37249,69515,56.33,47.86,66126,145261,66
156,2007 (2004),10,Rajasthan,Jodhpur,13386,18235,15.61,17.76,31496,37020,36.74,36.06,40851,47403,47.65,46.18,85733,102657,31
156,2008 (2004),10,Rajasthan,Jodhpur,13639,20246,14.56,16.63,33704,43795,35.97,35.98,46363,57693,49.48,47.39,93706,121734,36
156,2009 (2004),10,Rajasthan,Jodhpur,13724,22689,13.59,16.1,38418,51870,38.05,36.81,48824,66340,48.36,47.08,100966,140898,40
156,2010 (2004),10,Rajasthan,Jodhpur,16501,30844,14.71,17.84,40438,60092,36.05,34.76,55236,81934,49.24,47.4,112175,172870,48
156,2011 (2004),10,Rajasthan,Jodhpur,16576,40821,14.08,20.21,41370,66883,35.13,33.12,59806,94240,50.79,46.67,117752,201944,55
156,2012 (2004),10,Rajasthan,Jodhpur,16698,45582,13.47,19.79,44002,75990,35.49,32.98,63294,108808,51.05,47.23,123994,230380,61
156,2013 (2004),10,Rajasthan,Jodhpur,16808,50931,12.93,19.85,45673,83356,35.14,32.48,67475,122355,51.92,47.68,129956,256642,66
157,2007 (2004),10,Rajasthan,Kota,10189,13915,14.36,16.34,31374,36942,44.23,43.38,29377,34302,41.41,40.28,70939,85160,48
157,2008 (2004),10,Rajasthan,Kota,10738,15913,13.71,15.59,33680,43476,42.99,42.58,33926,42715,43.3,41.84,78345,102103,56
157,2009 (2004),10,Rajasthan,Kota,11421,18705,13.35,15.64,37476,50042,43.79,41.85,36680,50814,42.86,42.5,85577,119561,64
157,2010 (2004),10,Rajasthan,Kota,13449,24941,14.65,17.7,37357,54530,40.7,38.71,40988,61405,44.65,43.59,91794,140876,74
157,2011 (2004),10,Rajasthan,Kota,13558,33150,14.53,20.59,36041,57398,38.62,35.66,43721,70426,46.85,43.75,93320,160974,83
157,2012 (2004),10,Rajasthan,Kota,13707,37411,14.02,20.39,37415,63598,38.28,34.66,46625,82499,47.7,44.96,97747,183508,92
157,2013 (2004),10,Rajasthan,Kota,13851,41846,13.49,20.3,38937,70118,37.92,34.02,49900,94135,48.59,45.67,102688,206099,101
158,2007 (2004),10,Rajasthan,Nagaur,16112,21954,27.16,30.09,16991,19953,28.64,27.34,26217,31062,44.2,42.57,59320,72969,24
158,2008 (2004),10,Rajasthan,Nagaur,16874,25019,26.2,28.95,18042,23873,28.01,27.62,29490,37539,45.79,43.43,64407,86432,28
158,2009 (2004),10,Rajasthan,Nagaur,11128,18511,17.63,20.41,20542,28313,32.54,31.21,31452,43885,49.83,48.38,63121,90709,28
158,2010 (2004),10,Rajasthan,Nagaur,13007,24500,17.87,21.14,22649,34685,31.12,29.93,37135,56711,51.02,48.93,72791,115896,36
158,2011 (2004),10,Rajasthan,Nagaur,13163,32600,17.66,24.32,20344,34684,27.29,25.87,41050,66772,55.06,49.81,74556,134056,41
158,2012 (2004),10,Rajasthan,Nagaur,13356,36369,16.9,23.49,21826,39885,27.61,25.76,43855,78590,55.49,50.75,79037,154844,46
158,2013 (2004),10,Rajasthan,Nagaur,13534,41004,16.1,23.32,23218,45033,27.62,25.61,47310,89812,56.28,51.07,84061,175849,51
159,2007 (2004),10,Rajasthan,Pali,13071,17648,24.73,27.33,17473,20471,33.05,31.71,22318,26446,42.22,40.96,52862,64565,33
159,2008 (2004),10,Rajasthan,Pali,15099,22476,26.02,28.84,18501,24380,31.89,31.28,24422,31080,42.09,39.88,58022,77936,40
159,2009 (2004),10,Rajasthan,Pali,17355,29072,27.22,31.2,20469,28031,32.11,30.08,25923,36077,40.66,38.72,63748,93180,47
159,2010 (2004),10,Rajasthan,Pali,17797,33854,25.62,29.9,22666,34592,32.63,30.55,29008,44785,41.76,39.55,69471,113230,56
159,2011 (2004),10,Rajasthan,Pali,18344,45799,24.67,33.12,24602,40938,33.09,29.61,31411,51544,42.24,37.28,74357,138280,68
159,2012 (2004),10,Rajasthan,Pali,18977,51743,24.39,32.89,26358,46935,33.88,29.83,32466,58654,41.73,37.28,77801,157332,76
159,2013 (2004),10,Rajasthan,Pali,19693,59888,24.26,33.91,27614,52008,34.02,29.45,33870,64730,41.72,36.65,81177,176626,85
160,2007 (2004),10,Rajasthan,Swami Madhopur,8040,10972,35.27,38.43,4612,5531,20.23,19.38,10144,12043,44.5,42.19,22795,28547,23
160,2008 (2004),10,Rajasthan,Swami Madhopur,8375,12413,33.9,36.83,4831,6558,19.55,19.46,11500,14735,46.55,43.72,24705,33706,27
160,2009 (2004),10,Rajasthan,Swami Madhopur,5472,9088,23.49,26.57,5341,7523,22.93,21.99,12481,17596,53.58,51.44,23294,34207,27
160,2010 (2004),10,Rajasthan,Swami Madhopur,6582,12396,24.53,28.33,5573,8580,20.77,19.61,14678,22773,54.7,52.05,26833,43749,33
160,2011 (2004),10,Rajasthan,Swami Madhopur,7001,17356,24.2,32.11,5621,9489,19.43,17.55,16305,27214,56.37,50.34,28927,54058,40
160,2012 (2004),10,Rajasthan,Swami Madhopur,7483,20379,24.22,32.08,5708,10423,18.47,16.41,17710,32722,57.31,51.51,30900,63523,47
160,2013 (2004),10,Rajasthan,Swami Madhopur,8036,24389,24.45,33.27,5883,11688,17.9,15.94,18948,37234,57.65,50.79,32866,73312,53
161,2007 (2004),10,Rajasthan,Sikar,10603,14444,20.61,22.93,14281,17124,27.76,27.18,26566,31438,51.63,49.9,51450,63005,25
161,2008 (2004),10,Rajasthan,Sikar,10792,16018,19.81,22.06,13993,18912,25.69,26.04,29681,37683,54.49,51.9,54467,72613,28
161,2009 (2004),10,Rajasthan,Sikar,9288,15395,16.51,19.03,15599,21923,27.72,27.09,31378,43594,55.77,53.88,56264,80912,31
161,2010 (2004),10,Rajasthan,Sikar,11125,20845,17.5,20.52,15863,24354,24.95,23.97,36589,56383,57.55,55.5,63576,101583,39
161,2011 (2004),10,Rajasthan,Sikar,10564,26091,15.87,22.04,15342,25733,23.05,21.74,40659,66554,61.08,56.22,66565,118378,44
161,2012 (2004),10,Rajasthan,Sikar,10061,27451,14.59,20.54,15389,27893,22.32,20.88,43501,78272,63.09,58.58,68951,133616,49
161,2013 (2004),10,Rajasthan,Sikar,9577,29058,13.35,19.59,15744,31009,21.95,20.91,46415,88260,64.7,59.5,71736,148326,54
162,2007 (2004),10,Rajasthan,Sirohi,7548,10014,22.93,24.99,11937,14096,36.26,35.17,13438,15968,40.82,39.84,32923,40078,42
162,2008 (2004),10,Rajasthan,Sirohi,7136,10716,20.72,23.42,12697,16467,36.88,35.99,14599,18573,42.4,40.59,34432,45756,47
162,2009 (2004),10,Rajasthan,Sirohi,6126,11089,17.35,21.78,13797,18427,39.08,36.19,15382,21403,43.57,42.03,35306,50919,51
162,2010 (2004),10,Rajasthan,Sirohi,6685,13708,18.06,22.98,13486,19658,36.44,32.96,16838,26285,45.5,44.07,37009,59650,59
162,2011 (2004),10,Rajasthan,Sirohi,6569,17529,17.68,26.03,12321,19744,33.16,29.32,18264,30075,49.16,44.66,37154,67347,65
162,2012 (2004),10,Rajasthan,Sirohi,6479,17547,17.15,24.05,12559,21546,33.24,29.54,18744,33856,49.61,46.41,37782,72948,69
162,2013 (2004),10,Rajasthan,Sirohi,6510,20242,16.91,25.29,12648,23122,32.85,28.89,19343,36682,50.24,45.83,38501,80046,74
163,2007 (2004),10,Rajasthan,Tonk,8493,11584,30.17,33.29,6823,8109,24.24,23.31,12830,15102,45.58,43.4,28146,34795,26
163,2008 (2004),10,Rajasthan,Tonk,8593,12738,28.34,31.3,7248,9650,23.9,23.72,14480,18304,47.75,44.98,30322,40691,30
163,2009 (2004),10,Rajasthan,Tonk,11188,18332,32.19,35.99,7710,10605,22.18,20.82,15862,22004,45.63,43.2,34760,50941,37
163,2010 (2004),10,Rajasthan,Tonk,22725,41956,45.5,51.15,8143,12284,16.3,14.98,19074,27785,38.19,33.87,49942,82024,59
163,2011 (2004),10,Rajasthan,Tonk,23425,57061,43.84,54.67,8700,14279,16.28,13.68,21307,33031,39.88,31.65,53432,104371,73
